url,tld,is_phishing,url_length,num_dashes,num_digits,num_special_chars,path_segments,num_dots,num_underscores,num_dashes_in_hostname,double_slash_in_path,hostname_length,path_length,query_length,registration_time,creation_date,expiration_date,site_age_years,time_to_expire_years,registrar,country_registered,is_registered_in_ar
http://pedraza.com.ar,com.ar,False,21,0,0,0,0,2,0,0,False,14,0,0,11.98,2013-08-20T00:00:00,2025-08-11T00:00:00,11.93,0.05,nicar,Desconocido,False
http://pegasushis.com.ar,com.ar,False,24,0,0,0,0,2,0,0,False,17,0,0,12.54,2013-09-14T00:00:00,2026-03-27T00:00:00,11.87,0.67,nicar,Desconocido,False
http://perfumia.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,6.14,2020-01-19T12:30:17.156923,2026-03-09T00:00:00,5.52,0.62,nicar,Desconocido,False
http://periclesmayorista.com.ar,com.ar,False,31,0,0,0,0,2,0,0,False,24,0,0,5.41,2020-04-06T11:35:15.280525,2025-09-03T00:00:00,5.3,0.11,nicar,Desconocido,False
http://perlanegrasrl.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,7.0,2019-02-19T11:41:20.474058,2026-02-19T00:00:00,6.43,0.57,nicar,Desconocido,False
http://perramus.com.ar,com.ar,False,22,0,0,0,0,2,0,0,False,15,0,0,11.09,2014-07-03T00:00:00,2025-08-02T00:00:00,11.07,0.02,nicar,Desconocido,False
http://peugeotavec.com.ar,com.ar,False,25,0,0,0,0,2,0,0,False,18,0,0,4.08,2021-11-25T15:28:09.724228,2025-12-26T00:00:00,3.66,0.42,nicar,Desconocido,False
http://peugeotstore.com.ar,com.ar,False,26,0,0,0,0,2,0,0,False,19,0,0,,,,,,,Desconocido,False
http://philco.com.ar,com.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,,,,,,,Desconocido,False
http://pickit.com.ar,com.ar,False,20,0,0,0,0,2,0,0,False,13,0,0,,,,,,,Desconocido,False
http://pideweb.com.ar,com.ar,False,21,0,0,0,0,2,0,0,False,14,0,0,,,,,,,Desconocido,False
http://piero.com.ar,com.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,,,,,,,Desconocido,False
http://pilar.gov.ar,gov.ar,False,19,0,0,0,0,2,0,0,False,12,0,0,,,,,,,Desconocido,False
http://pintureriasmm.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,,,,,,,Desconocido,False
http://planetagrandt.com.ar,com.ar,False,27,0,0,0,0,2,0,0,False,20,0,0,,,,,,,Desconocido,False
http://plastimac.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,,,,,,,Desconocido,False
http://plateavip.com.ar,com.ar,False,23,0,0,0,0,2,0,0,False,16,0,0,,,,,,,Desconocido,False
